x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16
-3.6963687,208.61746,10.633021,-0.45261666,212.23512,8.861909,-7.060763,211.29282,7.6559796,5.7757764,211.29694,-0.25914,-10.656862,210.5702,-1.8209933,16.866234,195.11713,-1.0812736,-15.877534,193.52127,-11.473313,15.099373,170.98256,12.144996,-22.293407,168.14282,-3.9088595,2.4730926,154.35425,25.414963,-23.141937,147.42705,10.135045,17.507877,144.93355,-14.004247,-5.1356225,144.9021,-17.582424,23.425495,109.10844,-2.6422086,-15.145803,114.27164,1.3069254,36.345066,74.11208,-8.268678,-14.032002,82.02783,-15.1117
-3.9538462,209.42134,11.006161,-0.6573803,212.88376,9.050016,-7.3384075,212.18416,8.124247,5.3918867,212.14522,-0.0003312358,-11.069593,211.51619,-1.3805867,16.307518,196.0767,-1.7663213,-16.447609,194.14769,-10.987818,16.606358,172.19676,11.894177,-22.884504,168.53043,-4.468145,7.2061405,154.75797,26.563208,-25.320358,146.78719,7.2075706,16.58963,145.5817,-14.468497,-5.8373346,145.34174,-17.230083,22.855066,109.80221,-3.2002347,-14.089014,114.56572,2.3407493,34.45186,74.4876,-9.307263,-11.810412,82.23262,-13.376848
-4.5508084,210.79083,11.712861,-1.1788504,214.17043,9.728589,-7.909803,213.73633,8.989729,4.882382,213.31354,0.6948587,-11.620921,212.91362,-0.5980479,16.153429,197.34055,-2.1646914,-17.912271,195.12831,-9.586994,19.710472,173.49736,10.944646,-25.038288,168.78534,-5.7013655,15.397002,155.23523,26.84134,-28.923098,145.31897,1.8013927,15.795498,146.50372,-14.625877,-7.01931,146.09232,-16.31655,21.980984,110.66377,-4.2435503,-12.775942,115.26996,3.7894177,31.509806,75.184204,-10.961155,-8.500278,82.468796,-10.304602
-5.031097,211.94739,12.636057,-1.62782,215.3201,10.708102,-8.351076,214.90121,9.866236,4.2240653,214.54971,1.484788,-12.289893,214.01372,0.38679665,15.738098,198.58514,-2.5846758,-19.415493,196.26915,-8.176584,23.117584,175.21236,9.387289,-27.270807,170.02986,-6.2511263,23.905544,157.35762,26.204184,-32.468716,145.92882,-2.1924822,14.871178,147.62062,-14.740923,-8.104021,146.94128,-15.365711,20.63402,111.411644,-5.466193,-11.038382,115.579865,5.0589385,28.016663,75.969444,-13.391364,-4.9098496,82.30225,-7.56333
-5.6245685,213.17744,13.619294,-2.207708,216.3263,11.369069,-8.956422,216.0,10.735201,3.622326,215.27315,2.3834245,-12.898449,214.95628,1.276856,15.041156,199.57321,-2.884763,-20.67415,196.96237,-6.67081,26.732906,177.4845,7.756523,-29.698065,171.13405,-7.3411326,31.892622,161.00284,25.075527,-36.119843,147.17387,-5.875316,14.333775,148.51117,-14.436977,-9.054704,147.52812,-13.963461,19.136705,112.046585,-6.056875,-8.7488165,115.50828,6.2877173,24.486412,77.105316,-16.15538,-1.2631767,81.863464,-5.118897
-6.212929,213.64407,14.612234,-2.7012563,216.75092,12.440742,-9.449241,216.61075,11.758048,2.979575,215.68759,3.310778,-13.551008,215.48442,2.332553,14.576131,200.21759,-2.9122238,-21.746353,197.37053,-5.4166183,29.967169,179.61728,5.8156757,-32.17174,172.32047,-8.51853,39.3169,164.82599,22.923235,-39.73614,148.649,-9.5423155,13.320652,149.1574,-14.168176,-9.809324,147.60432,-12.102807,17.860428,112.61173,-6.209268,-5.9179163,115.20558,7.7634773,20.7403,78.58733,-20.095873,2.534757,81.255325,-1.9909306
-6.5558357,213.88617,15.58309,-3.0674121,217.03198,13.423244,-9.836471,217.02782,12.975638,2.648453,215.79767,4.2643347,-13.84211,215.83327,3.3158028,14.218747,200.88011,-3.1736796,-22.464403,197.71391,-3.7964635,32.843132,182.26442,3.3915396,-34.48065,173.87564,-9.045925,45.62914,169.52945,19.777735,-43.183765,150.87097,-12.608168,12.183788,149.22069,-13.834869,-10.431942,147.55635,-10.202679,17.100773,112.55187,-6.0524755,-3.5712714,114.77247,8.914574,16.756302,80.229256,-24.033854,6.053525,80.49213,1.1021523
-6.8713593,213.8791,16.568691,-3.289713,216.98601,14.510896,-10.046626,217.1563,13.9909935,2.373668,215.60846,5.235351,-14.130152,215.60983,4.2868795,13.975371,201.12424,-2.9427855,-23.00234,197.76534,-2.5454652,35.248383,184.76102,0.8430319,-36.528095,175.24683,-9.506257,50.99514,174.56546,16.09981,-46.80386,153.3963,-15.313472,11.374336,148.89986,-13.431214,-10.492334,147.26811,-8.3075485,16.602552,112.21038,-5.8600945,-1.2938144,114.146965,9.861358,12.665131,82.29099,-27.69983,9.223715,79.67136,4.209655
-6.982359,213.65265,17.55265,-3.3345735,216.6306,15.425289,-10.088695,216.83546,14.785711,2.2121603,215.27713,6.211644,-14.303193,215.17087,5.252763,13.57263,201.2266,-3.0744832,-23.576107,197.53256,-1.2278675,37.032497,187.5817,-1.6237644,-38.396717,176.4105,-9.843506,54.946285,179.67908,12.453599,-50.114437,155.85248,-17.45989,11.002894,148.49498,-12.910772,-10.370848,146.5127,-6.531646,16.286774,111.56895,-6.1246758,0.9902367,113.246765,11.009185,8.746307,84.150986,-30.87303,12.377142,78.6615,6.9787908
-7.048832,212.84578,18.470657,-3.4647324,215.89458,16.33031,-10.224544,216.0655,15.828858,2.0431628,214.42227,7.043982,-14.47753,214.50577,6.252679,13.120129,200.72093,-2.993552,-23.984722,197.09671,0.18708909,38.24722,190.88791,-3.8250232,-40.217876,177.90602,-10.261363,58.66057,185.69385,7.936798,-53.019978,158.38623,-19.14058,10.6352625,147.57076,-12.096141,-10.302276,145.64891,-4.2207546,15.942333,110.373085,-7.001695,3.6193507,112.20725,12.287654,4.67786,85.91798,-33.815464,15.794601,77.258675,9.0165415
