x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16
26.04976,131.813,23.382692,30.733301,133.73895,23.586315,24.934374,136.47923,24.259962,36.087162,138.47813,14.726153,20.692036,143.01294,16.914019,32.81067,125.61434,-2.3244174,8.721799,143.56369,5.974519,28.50172,97.7442,-5.145845,-18.324867,139.61014,7.19816,27.008463,70.63859,-5.8749285,-41.204372,131.54716,16.136875,-1.4041295,105.11962,-26.991676,-15.104712,113.93455,-27.766018,-25.505674,88.35957,-1.7022371,-36.307648,93.48136,-0.85056305,-46.35938,69.494514,-23.656404,-51.328506,76.9281,-37.866608
26.016325,132.17825,22.863451,30.691004,134.1286,23.142368,24.865927,136.87363,23.50195,36.212654,138.35619,14.074161,21.029583,143.49722,16.259542,32.742435,125.508896,-2.695752,8.970896,143.79675,5.526661,28.562466,97.677284,-5.6514087,-18.200277,140.95647,7.0076704,26.709478,70.65717,-6.269659,-41.40174,134.09706,16.08445,-1.6675472,104.36007,-27.289825,-15.165044,113.767845,-27.101252,-24.790625,88.62755,-0.5275586,-36.799137,94.83432,0.31087878,-45.372154,69.56554,-23.29918,-52.404247,76.95002,-35.9365
26.08758,133.05095,22.10601,30.805517,134.8912,22.317833,25.047249,137.75627,22.80704,36.595543,138.46797,13.236481,21.88521,144.61246,15.306866,32.495758,125.444145,-2.9659016,9.333355,144.21077,4.7278585,28.655447,97.306854,-6.3236995,-17.958448,142.9777,6.323079,26.162682,70.51403,-6.8201933,-41.71263,138.22647,15.552436,-2.0952623,103.69714,-27.137531,-15.57626,113.884964,-26.759764,-24.261555,88.22542,0.43370962,-36.75473,97.38889,2.3930118,-44.01239,70.45506,-22.69269,-54.697063,76.56694,-32.504547
26.383547,134.15463,21.301071,31.120928,135.94273,21.539938,25.393099,138.89082,21.837524,37.024036,139.26103,12.319413,22.397116,145.67819,14.206482,32.2557,125.62149,-3.2079139,9.378648,144.91005,3.70045,28.286053,97.5614,-6.836323,-17.80773,145.20981,5.5509324,25.765858,70.642334,-7.291213,-41.587257,143.08469,15.367931,-2.740648,103.27845,-27.010262,-16.132912,113.98887,-26.408594,-23.58058,87.612885,1.7278703,-37.03376,99.935425,4.0814824,-43.319035,70.54285,-22.056904,-55.803062,76.398506,-28.821886
26.504887,135.19304,20.475338,31.277855,136.89856,20.606194,25.605312,139.97371,20.647608,37.107185,139.41054,11.116861,22.675104,146.40524,12.791102,32.196606,125.302025,-4.1842318,9.586274,145.40259,2.5079188,28.536594,97.13864,-7.711241,-17.564249,147.63744,5.254126,25.486044,70.45462,-8.087269,-41.36749,147.84802,15.256906,-3.3653412,102.582634,-26.743166,-16.597673,113.76194,-25.94877,-22.386307,87.25157,3.1486986,-36.89459,102.82884,6.2321677,-44.724094,71.73934,-19.610428,-56.07612,76.31053,-25.751814
26.526617,136.12276,19.534882,31.340246,137.70761,19.535526,25.745188,140.92766,19.4472,37.13327,139.86371,9.917055,22.767128,147.02599,11.389881,31.943668,125.24032,-4.4502673,9.584166,146.09805,1.0520984,28.3495,97.087456,-8.4768,-17.27357,150.02136,4.5260377,25.107315,70.47007,-8.879903,-40.425053,152.33105,15.655318,-4.098571,102.06022,-26.631392,-17.141401,114.22316,-25.368376,-20.771828,86.933815,4.5039372,-37.329067,105.01745,7.8011074,-45.857746,70.76743,-15.558167,-55.599865,75.91516,-23.998138
26.54954,136.9268,18.382488,31.338427,138.58955,18.226269,25.694313,141.70958,17.999617,37.00424,140.42326,8.520448,22.482933,147.40326,9.956651,31.462255,125.02623,-5.2706428,9.23556,146.65959,-0.67002064,27.861774,96.96596,-9.286814,-17.222004,152.36409,3.1483254,24.194857,70.37606,-9.619572,-39.388157,156.55925,15.483903,-5.0422454,101.66075,-26.048002,-18.002426,114.21738,-24.818977,-18.300304,86.49103,6.22154,-37.360626,107.70234,9.691347,-46.260902,70.45212,-9.48572,-54.247234,76.58078,-22.430841
26.107714,137.73788,17.156752,30.905535,139.37363,17.038866,25.280275,142.52567,16.811121,36.58204,141.01532,7.265485,22.19911,148.15642,8.465755,30.624817,125.022156,-5.962979,8.606895,147.22021,-2.0630445,26.789032,97.13172,-10.071539,-17.249517,154.82736,2.2071989,23.072983,70.523315,-10.279227,-38.197273,161.04977,15.8288355,-5.9988832,101.69228,-25.61192,-18.935135,114.15291,-24.032848,-15.542672,85.59902,7.2929134,-37.668015,109.537384,11.358176,-45.08251,70.13183,-3.9031253,-51.494396,77.63819,-21.500422
25.438835,138.5488,15.795899,30.248466,140.15388,15.76691,24.637402,143.34674,15.544535,35.923958,141.5664,5.830816,21.57743,148.83911,6.937678,29.81563,125.09887,-6.7270336,8.000102,147.66942,-3.3669908,25.843199,97.22523,-10.895425,-17.26734,156.90219,1.4173037,22.121462,70.67201,-10.983858,-36.591618,165.19627,16.32593,-6.899105,101.31522,-24.900778,-19.83152,113.56909,-23.257238,-12.742923,85.223595,8.540312,-38.264378,110.54241,12.993912,-43.992207,70.29513,0.83903617,-48.017395,77.9754,-19.861006
25.035868,139.44556,14.599813,29.845879,141.03743,14.520583,24.242973,144.24338,14.303826,35.408455,142.09196,4.356649,21.11968,149.38467,5.3958116,29.189165,125.10966,-7.6202173,7.5683756,147.96031,-4.4992847,25.235933,97.35384,-11.837598,-16.86945,158.48282,0.7661682,21.36838,71.0533,-11.628215,-34.371017,168.44696,16.909668,-7.3569403,100.97268,-24.141031,-20.618912,112.926674,-22.352983,-11.898867,84.46309,9.847285,-38.854713,111.064804,14.301466,-43.12067,70.95757,4.800626,-45.924137,77.82764,-17.722569
